"","iid","gender","match","samerace","race","goal","dec","attr","intel","prob","agediff"
"555",42,1,0,0,4,2,0,6,10,2,7
"556",42,1,0,1,4,2,0,6,7,6,2
"557",42,1,0,0,4,2,0,3,7,1,2
"558",42,1,0,0,4,2,0,4,7,3,3
"559",42,1,0,0,4,2,0,4,9,2,4
"560",42,1,0,0,4,2,0,6,9,5,0
"561",42,1,0,0,4,2,0,4,8,2,1
"562",43,1,0,0,2,6,0,4,6,2,3
"563",43,1,0,0,2,6,0,4,5,2,3
"564",43,1,1,0,2,6,1,4,5,4,3
"565",43,1,0,1,2,6,0,5,6,5,3
"566",43,1,0,1,2,6,1,8,6,1,1
"567",43,1,0,1,2,6,1,6,7,4,1
"568",43,1,0,0,2,6,1,7,5,2,2
"569",43,1,0,1,2,6,0,5,6,2,2
"570",43,1,0,1,2,6,0,4,5,2,2
"571",43,1,0,1,2,6,0,3,7,2,1
"572",43,1,0,1,2,6,1,6,6,2,0
"573",43,1,0,0,2,6,0,5,7,1,3
"574",43,1,0,1,2,6,0,4,7,3,6
"575",43,1,0,0,2,6,0,6,5,2,3
"576",43,1,0,1,2,6,1,7,7,1,1
"577",43,1,0,1,2,6,1,6,5,4,2
"578",43,1,0,1,2,6,0,4,7,1,3
"579",43,1,0,0,2,6,0,4,7,2,1
"580",43,1,0,0,2,6,0,3,7,4,0
"581",44,1,0,0,2,1,1,6,8,8,3
"582",44,1,1,0,2,1,1,6,6,5,3
"583",44,1,1,0,2,1,1,8,8,8,3
"584",44,1,0,1,2,1,1,5,8,6,3
"585",44,1,0,1,2,1,1,7,6,6,1
"586",44,1,0,1,2,1,1,8,7,7,1
"587",44,1,0,0,2,1,1,9,7,6,2
"588",44,1,0,1,2,1,1,5,5,5,2
"589",44,1,1,1,2,1,1,7,7,5,2
"590",44,1,0,1,2,1,1,7,7,7,1
"591",44,1,0,1,2,1,1,9,7,7,0
"592",44,1,0,0,2,1,1,7,6,8,3
"593",44,1,0,1,2,1,1,6,7,6,6
"594",44,1,0,0,2,1,1,8,8,8,3
"595",44,1,0,1,2,1,1,8,8,7,1
"596",44,1,0,1,2,1,1,7,7,8,2
"597",44,1,1,1,2,1,1,5,6,5,3
"598",44,1,0,0,2,1,1,7,6,6,1
"599",44,1,0,0,2,1,1,8,5,5,0
"600",45,1,0,0,2,2,1,7,8,7,7
"601",45,1,1,0,2,2,1,7,7,5,1
"602",45,1,1,0,2,2,1,7,7,7,7
"603",45,1,0,1,2,2,1,6,6,6,1
"604",45,1,0,1,2,2,1,7,6,7,3
"605",45,1,0,1,2,2,1,7,8,7,5
"606",45,1,0,0,2,2,1,8,7,7,6
"607",45,1,0,1,2,2,1,7,7,7,2
"608",45,1,1,1,2,2,1,8,6,7,6
"609",45,1,0,1,2,2,1,6,6,6,5
"610",45,1,0,1,2,2,1,9,8,7,4
"611",45,1,0,0,2,2,1,9,8,7,1
"612",45,1,0,1,2,2,0,6,7,7,2
"613",45,1,0,0,2,2,1,7,7,7,7
"614",45,1,1,1,2,2,1,8,7,7,3
"615",45,1,0,1,2,2,1,7,8,7,2
"616",45,1,0,1,2,2,1,6,6,7,1
"617",45,1,0,0,2,2,1,6,7,7,5
"618",45,1,0,0,2,2,0,5,5,7,4
"619",46,1,0,0,2,2,0,6,10,6,5
"620",46,1,0,0,2,2,0,5,5,5,1
"621",46,1,0,0,2,2,0,6,9,6,5
"622",46,1,0,1,2,2,0,7,8,5,1
"623",46,1,0,1,2,2,1,10,7,6,1
"624",46,1,0,1,2,2,1,10,9,7,3
"625",46,1,1,0,2,2,1,9,8,7,4
"626",46,1,1,1,2,2,1,7,7,7,0
"627",46,1,0,1,2,2,0,6,6,6,4
"628",46,1,0,1,2,2,0,6,8,5,3
"629",46,1,0,1,2,2,1,9,7,5,2
"630",46,1,0,0,2,2,1,8,8,7,1
"631",46,1,0,1,2,2,0,6,7,5,4
"632",46,1,1,0,2,2,1,7,7,6,5
"633",46,1,1,1,2,2,1,8,8,5,1
"634",46,1,0,1,2,2,0,6,8,4,0
"635",46,1,0,1,2,2,0,6,9,4,1
"636",46,1,0,0,2,2,1,8,8,5,3
"637",46,1,0,0,2,2,0,6,7,5,2
"638",47,1,0,0,2,1,1,9,6,6,9
"639",47,1,0,0,2,1,1,NA,6,6,3
"640",47,1,0,0,2,1,1,5,6,5,9
"641",47,1,0,1,2,1,1,6,6,6,3
"642",47,1,0,1,2,1,1,6,5,5,5
"643",47,1,0,1,2,1,1,5,6,6,7
"644",47,1,0,0,2,1,1,7,6,6,8
"645",47,1,0,1,2,1,1,5,7,6,4
"646",47,1,0,1,2,1,0,5,5,5,8
"647",47,1,0,1,2,1,0,9,6,6,7
"648",47,1,0,1,2,1,1,7,6,2,6
"649",47,1,0,0,2,1,1,5,7,4,3
"650",47,1,0,1,2,1,1,5,7,6,0
"651",47,1,0,0,2,1,1,5,7,6,9
"652",47,1,0,1,2,1,1,7,6,3,5
"653",47,1,0,1,2,1,1,6,6,6,4
"654",47,1,0,1,2,1,0,NA,8,4,3
"655",47,1,0,0,2,1,1,6,7,5,7
"656",47,1,1,0,2,1,1,3,6,6,6
"657",48,1,0,0,2,1,0,3,5,2,1
"658",48,1,0,0,2,1,0,4,6,1,5
"659",48,1,0,0,2,1,0,4,6,2,1
"660",48,1,0,1,2,1,0,6,8,3,5
"661",48,1,0,1,2,1,1,9,7,7,3
"662",48,1,0,1,2,1,1,9,7,8,1
"663",48,1,0,0,2,1,1,8,5,6,0
"664",48,1,0,1,2,1,0,7,5,2,4
"665",48,1,0,1,2,1,0,6,9,7,0
"666",48,1,0,1,2,1,0,5,5,4,1
"667",48,1,1,1,2,1,1,7,7,5,2
"668",48,1,0,0,2,1,0,5,8,3,5
"669",48,1,0,1,2,1,0,5,8,5,8
"670",48,1,0,0,2,1,1,7,7,3,1
"671",48,1,0,1,2,1,0,7,8,6,3
"672",48,1,0,1,2,1,0,6,7,7,4
"673",48,1,0,1,2,1,0,3,6,3,5
"674",48,1,0,0,2,1,0,7,7,4,1
"675",48,1,0,0,2,1,0,3,5,3,2
"676",49,1,0,1,4,1,0,6,8,6,4
"677",49,1,0,0,4,1,0,7,7,4,2
"678",49,1,0,1,4,1,0,7,8,5,4
"679",49,1,0,0,4,1,1,7,6,4,2
"680",49,1,0,0,4,1,1,9,7,4,0
"681",49,1,0,0,4,1,1,9,7,6,2
"682",49,1,0,0,4,1,1,8,7,5,3
"683",49,1,0,0,4,1,1,7,8,5,1
"684",49,1,0,0,4,1,1,7,8,5,3
"685",49,1,1,0,4,1,1,7,7,6,2
"686",49,1,1,0,4,1,1,9,8,4,1
"687",49,1,0,1,4,1,1,7,8,3,2
"688",49,1,0,0,4,1,1,7,8,6,5
"689",49,1,1,1,4,1,1,8,7,9,4
"690",49,1,1,0,4,1,1,8,10,4,0
"691",49,1,1,0,4,1,1,8,7,4,1
"692",49,1,0,0,4,1,0,6,8,4,2
"693",49,1,1,0,4,1,1,8,7,6,2
"694",49,1,0,0,4,1,0,7,7,4,1
"695",50,1,0,0,1,6,0,5,8,7,6
"696",50,1,0,1,1,6,0,6,7,7,0
"697",50,1,0,0,1,6,0,5,7,NA,6
"698",50,1,0,0,1,6,1,7,NA,7,0
"699",50,1,0,0,1,6,1,7,NA,7,2
"700",50,1,0,0,1,6,1,8,NA,7,4
"701",50,1,1,0,1,6,1,8,NA,7,5
"702",50,1,0,0,1,6,0,6,8,7,1
"703",50,1,0,0,1,6,0,6,NA,7,5
"704",50,1,0,0,1,6,0,6,NA,NA,4
"705",50,1,1,0,1,6,1,8,8,8,3
"706",50,1,0,0,1,6,1,NA,NA,7,0
"707",50,1,0,0,1,6,0,6,8,7,3
"708",50,1,0,0,1,6,1,7,NA,7,6
"709",50,1,1,0,1,6,1,7,NA,7,2
"710",50,1,0,0,1,6,0,7,NA,7,1
"711",50,1,0,0,1,6,0,5,NA,7,0
"712",50,1,1,1,1,6,1,NA,NA,8,4
"713",50,1,0,0,1,6,0,NA,NA,NA,3
"714",51,1,0,0,2,1,0,2,8,3,2
"715",51,1,0,0,2,1,0,2,3,1,4
"716",51,1,0,0,2,1,0,4,4,5,2
"717",51,1,0,1,2,1,1,7,7,2,4
"718",51,1,0,1,2,1,0,6,7,3,2
"719",51,1,0,1,2,1,1,7,5,6,0
"720",51,1,0,0,2,1,1,8,4,2,1
"721",51,1,0,1,2,1,0,6,7,9,3
"722",51,1,0,1,2,1,0,5,5,5,1
"723",51,1,0,1,2,1,0,3,6,7,0
"724",51,1,0,1,2,1,1,7,7,5,1
"725",51,1,0,0,2,1,0,8,7,1,4
"726",51,1,0,1,2,1,0,6,8,6,7
"727",51,1,0,0,2,1,0,6,8,4,2
"728",51,1,0,1,2,1,0,8,8,2,2
"729",51,1,1,1,2,1,1,5,8,4,3
"730",51,1,0,1,2,1,0,2,9,8,4
"731",51,1,0,0,2,1,0,6,8,6,0
"732",51,1,0,0,2,1,0,1,8,8,1
"733",52,1,0,0,2,1,0,6,8,3,0
"734",52,1,0,0,2,1,0,4,7,2,6
"735",52,1,0,0,2,1,0,7,6,2,0
"736",52,1,0,1,2,1,0,7,9,2,6
"737",52,1,0,1,2,1,1,8,7,3,4
"738",52,1,0,1,2,1,1,8,7,3,2
"739",52,1,0,0,2,1,1,8,7,3,1
"740",52,1,0,1,2,1,0,5,7,3,5
"741",52,1,0,1,2,1,0,5,6,4,1
"742",52,1,0,1,2,1,0,6,7,4,2
"743",52,1,0,1,2,1,1,8,8,2,3
"744",52,1,0,0,2,1,1,6,7,3,6
"745",52,1,0,1,2,1,0,5,6,3,9
"746",52,1,0,0,2,1,0,6,6,3,0
"747",52,1,0,1,2,1,1,7,8,4,4
"748",52,1,0,1,2,1,1,6,6,3,5
"749",52,1,1,1,2,1,1,5,6,4,6
"750",52,1,0,0,2,1,0,7,7,3,2
"751",52,1,0,0,2,1,0,4,6,2,3
"752",53,1,0,0,2,2,0,6,8,7,7
"753",53,1,0,0,2,2,0,6,8,5,1
"754",53,1,0,0,2,2,1,7,8,6,7
"755",53,1,0,1,2,2,0,8,8,7,1
"756",53,1,0,1,2,2,1,9,8,8,3
"757",53,1,0,1,2,2,1,9,9,8,5
"758",53,1,0,0,2,2,1,8,8,8,6
"759",53,1,0,1,2,2,0,7,8,7,2
"760",53,1,0,1,2,2,0,6,8,7,6
"761",53,1,0,1,2,2,0,6,8,5,5
"762",53,1,0,1,2,2,1,8,9,8,4
"763",53,1,0,0,2,2,1,8,9,7,1
"764",53,1,0,1,2,2,0,7,9,8,2
"765",53,1,0,0,2,2,1,8,8,7,7
"766",53,1,1,1,2,2,1,8,8,6,3
"767",53,1,0,1,2,2,0,7,8,7,2
"768",53,1,0,1,2,2,0,7,8,7,1
"769",53,1,0,0,2,2,0,6,9,6,5
"770",53,1,0,0,2,2,0,5,8,6,4
"771",54,1,0,0,2,5,0,5,7,5,7
"772",54,1,0,0,2,5,0,4,7,4,1
"773",54,1,0,0,2,5,1,6,7,5,7
"774",54,1,0,1,2,5,1,8,8,5,1
"775",54,1,0,1,2,5,1,8,9,5,3
"776",54,1,0,1,2,5,1,8,7,4,5
"777",54,1,0,0,2,5,1,9,8,5,6
"778",54,1,0,1,2,5,0,7,7,6,2
"779",54,1,0,1,2,5,0,5,7,6,6
"780",54,1,0,1,2,5,0,6,8,5,5
"781",54,1,0,1,2,5,1,8,8,6,4
"782",54,1,0,0,2,5,1,7,8,5,1
"783",54,1,0,1,2,5,0,5,8,5,2
"784",54,1,0,0,2,5,1,8,7,7,7
"785",54,1,0,1,2,5,1,8,9,6,3
"786",54,1,0,1,2,5,0,9,7,6,2
"787",54,1,0,1,2,5,0,6,7,5,1
"788",54,1,0,0,2,5,0,6,9,3,5
"789",54,1,0,0,2,5,0,3,7,5,4
"790",55,1,0,0,1,6,0,5,10,6,2
"791",55,1,0,1,1,6,0,5,9,7,4
"792",55,1,0,0,1,6,0,6,10,7,2
"793",55,1,0,0,1,6,1,8,9,6,4
"794",55,1,0,0,1,6,1,8,8,6,2
"795",55,1,0,0,1,6,1,8,8,7,0
"796",55,1,0,0,1,6,1,9,9,7,1
"797",55,1,0,0,1,6,1,9,10,7,3
"798",55,1,0,0,1,6,0,6,8,8,1
"799",55,1,1,0,1,6,1,7,10,9,0
"800",55,1,1,0,1,6,1,8,10,10,1
"801",55,1,0,0,1,6,0,6,10,7,4
"802",55,1,0,0,1,6,0,6,9,7,7
"803",55,1,0,0,1,6,1,8,10,10,2
"804",55,1,0,0,1,6,1,8,8,5,2
"805",55,1,0,0,1,6,1,6,9,8,3
"806",55,1,0,0,1,6,0,6,9,7,4
"807",55,1,1,1,1,6,1,8,10,10,0
"808",55,1,0,0,1,6,0,5,10,9,1
"809",56,0,0,0,2,1,0,2,2,5,6
"810",56,0,0,0,2,1,0,3,9,6,1
"811",56,0,0,0,2,1,0,3,5,2,4
"812",56,0,1,1,2,1,1,5,8,6,5
"813",56,0,1,1,2,1,1,4,9,9,3
"814",56,0,0,1,2,1,0,3,8,10,2
"815",56,0,0,1,2,1,0,3,5,10,1
"816",56,0,0,1,2,1,1,4,9,8,1
"817",56,0,0,1,2,1,0,3,7,3,2
"818",56,0,0,0,2,1,0,3,9,6,1
"819",57,0,0,0,2,3,0,8,7,7,7
"820",57,0,0,0,2,3,0,8,8,5,0
"821",57,0,0,0,2,3,0,7,9,7,5
"822",57,0,0,1,2,3,0,9,7,7,6
"823",57,0,0,1,2,3,1,8,10,8,4
"824",57,0,1,1,2,3,1,10,9,7,1
"825",57,0,0,1,2,3,1,10,10,7,0
"826",57,0,0,1,2,3,1,10,10,7,0
"827",57,0,0,1,2,3,0,8,10,8,3
"828",57,0,0,0,2,3,0,8,10,8,2
"829",58,0,0,0,NA,NA,0,4,9,9,NA
"830",58,0,0,0,NA,NA,1,7,8,7,NA
"831",58,0,0,0,NA,NA,1,6,9,8,NA
"832",58,0,0,0,NA,NA,1,8,9,9,NA
"833",58,0,0,0,NA,NA,0,5,9,9,NA
"834",58,0,1,0,NA,NA,1,6,9,9,NA
"835",58,0,0,0,NA,NA,0,5,9,8,NA
"836",58,0,0,0,NA,NA,0,4,8,8,NA
"837",58,0,1,0,NA,NA,1,6,9,8,NA
"838",58,0,0,0,NA,NA,0,5,9,8,NA
"839",59,0,0,0,NA,NA,0,NA,NA,NA,NA
"840",59,0,0,0,NA,NA,0,NA,NA,NA,NA
"841",59,0,0,0,NA,NA,0,3,9,3,NA
"842",59,0,0,0,NA,NA,0,6,6,8,NA
"843",59,0,0,0,NA,NA,0,NA,NA,NA,NA
"844",59,0,0,0,NA,NA,0,NA,NA,NA,NA
"845",59,0,0,0,NA,NA,0,6,0,4,NA
"846",59,0,0,0,NA,NA,0,NA,NA,NA,NA
"847",59,0,0,0,NA,NA,0,0,3,2,NA
"848",59,0,0,0,NA,NA,0,NA,NA,NA,NA
"849",60,0,1,0,6,4,1,9,10,5,0
"850",60,0,0,1,6,4,0,7,10,2,7
"851",60,0,0,0,6,4,0,5,9,1,2
"852",60,0,0,0,6,4,1,9,10,6,1
"853",60,0,0,0,6,4,0,6,10,2,3
"854",60,0,0,0,6,4,0,2,10,1,8
"855",60,0,0,0,6,4,0,10,8,1,7
"856",60,0,0,0,6,4,1,7,10,4,7
"857",60,0,0,0,6,4,1,9,10,8,4
"858",60,0,0,1,6,4,0,2,10,3,5
"859",61,0,0,0,2,1,0,5,7,4,1
"860",61,0,0,0,2,1,0,6,7,4,6
"861",61,0,0,0,2,1,0,7,8,3,1
"862",61,0,0,1,2,1,1,8,8,4,0
"863",61,0,0,1,2,1,0,6,6,2,2
"864",61,0,1,1,2,1,1,6,8,4,7
"865",61,0,0,1,2,1,0,7,8,4,6
"866",61,0,0,1,2,1,0,6,7,2,6
"867",61,0,0,1,2,1,0,5,8,5,3
"868",61,0,1,0,2,1,1,6,8,4,4
"869",62,0,0,1,3,2,0,6,7,7,3
"870",62,0,1,0,3,2,1,8,9,8,4
"871",62,0,0,0,3,2,0,6,7,5,1
"872",62,0,1,0,3,2,1,8,8,8,2
"873",62,0,0,0,3,2,0,7,8,7,0
"874",62,0,0,0,3,2,0,7,8,8,5
"875",62,0,0,0,3,2,0,7,6,7,4
"876",62,0,0,0,3,2,0,7,8,8,4
"877",62,0,1,0,3,2,1,6,8,7,1
"878",62,0,0,0,3,2,0,7,8,7,2
"879",63,0,0,0,4,3,1,2,7,5,5
"880",63,0,1,0,4,3,1,7,7,5,2
"881",63,0,0,0,4,3,1,7,8,3,3
"882",63,0,0,0,4,3,1,6,8,5,4
"883",63,0,0,0,4,3,1,6,9,4,2
"884",63,0,0,0,4,3,0,1,5,1,3
"885",63,0,0,0,4,3,0,3,5,3,2
"886",63,0,0,0,4,3,0,4,5,1,2
"887",63,0,0,0,4,3,0,3,8,5,1
"888",63,0,0,0,4,3,0,3,4,5,0
"889",64,0,0,0,4,2,1,7,8,5,2
"890",64,0,0,0,4,2,1,7,7,5,5
"891",64,0,0,0,4,2,0,4,7,2,0
"892",64,0,0,0,4,2,1,7,8,5,1
"893",64,0,0,0,4,2,0,5,8,3,1
"894",64,0,0,0,4,2,1,5,6,4,6
"895",64,0,0,0,4,2,1,6,7,4,5
"896",64,0,0,0,4,2,1,6,7,3,5
"897",64,0,0,0,4,2,0,6,6,4,2
"898",64,0,1,0,4,2,1,8,8,5,3
"899",65,0,0,0,6,2,0,6,8,6,6
"900",65,0,0,1,6,2,0,6,7,5,1
"901",65,0,0,0,6,2,0,7,7,5,4
"902",65,0,0,0,6,2,0,7,7,6,5
"903",65,0,0,0,6,2,0,7,8,5,3
"904",65,0,0,0,6,2,0,5,7,4,2
"905",65,0,0,0,6,2,0,7,7,5,1
"906",65,0,0,0,6,2,0,7,7,6,1
"907",65,0,0,0,6,2,0,7,7,6,2
"908",65,0,0,1,6,2,0,5,7,4,1
"909",66,1,0,0,3,2,1,7,6,6,6
"910",66,1,0,0,3,2,0,4,7,5,7
"911",66,1,0,0,3,2,1,5,8,6,NA
"912",66,1,0,0,3,2,0,4,NA,NA,NA
"913",66,1,1,0,3,2,1,5,7,6,0
"914",66,1,0,0,3,2,0,3,NA,6,1
"915",66,1,0,1,3,2,1,9,8,5,3
"916",66,1,0,0,3,2,0,2,7,6,5
"917",66,1,0,0,3,2,0,4,6,5,2
"918",66,1,0,0,3,2,1,8,8,7,6
"919",67,1,0,0,6,6,1,8,7,5,1
"920",67,1,0,0,6,6,0,5,7,1,0
"921",67,1,0,0,6,6,0,NA,NA,NA,NA
"922",67,1,0,0,6,6,0,NA,NA,NA,NA
"923",67,1,0,1,6,6,0,6,5,5,7
"924",67,1,0,0,6,6,0,0,5,5,6
"925",67,1,1,0,6,6,1,10,10,10,4
"926",67,1,1,0,6,6,1,5,5,5,2
"927",67,1,0,0,6,6,0,6,8,5,5
"928",67,1,0,1,6,6,1,7,7,5,1
"929",68,1,0,0,1,5,0,6,5,0,4
"930",68,1,0,0,1,5,0,5,6,0,5
"931",68,1,0,0,1,5,0,6,5,0,NA
"932",68,1,0,0,1,5,0,5,6,0,NA
"933",68,1,0,0,1,5,0,3,5,5,2
"934",68,1,0,0,1,5,0,4,6,0,1
"935",68,1,0,0,1,5,1,8,6,3,1
"936",68,1,0,0,1,5,0,4,7,5,3
"937",68,1,0,0,1,5,0,3,6,0,0
"938",68,1,0,0,1,5,0,6,6,5,4
"939",69,1,1,1,2,6,1,7,5,4,5
"940",69,1,0,1,2,6,0,4,7,2,6
"941",69,1,0,0,2,6,0,4,4,1,NA
"942",69,1,0,0,2,6,0,5,6,4,NA
"943",69,1,0,0,2,6,0,4,7,3,1
"944",69,1,0,1,2,6,0,2,8,4,0
"945",69,1,1,0,2,6,1,8,8,4,2
"946",69,1,0,0,2,6,0,1,8,3,4
"947",69,1,0,0,2,6,0,4,8,3,1
"948",69,1,0,0,2,6,0,5,5,4,5
"949",70,1,1,1,2,5,1,8,7,3,3
"950",70,1,0,1,2,5,0,5,7,2,4
"951",70,1,0,0,2,5,0,6,7,2,NA
"952",70,1,0,0,2,5,0,NA,NA,NA,NA
"953",70,1,0,0,2,5,0,6,6,2,3
"954",70,1,0,1,2,5,0,5,9,2,2
"955",70,1,0,0,2,5,0,8,7,2,0
"956",70,1,0,0,2,5,0,5,9,2,2
"957",70,1,0,0,2,5,0,6,9,2,1
"958",70,1,0,0,2,5,0,7,7,3,3
"959",71,1,0,1,2,5,1,9,8,1,2
"960",71,1,1,1,2,5,1,6,8,3,1
"961",71,1,1,0,2,5,1,6,6,2,NA
"962",71,1,0,0,2,5,0,NA,NA,NA,NA
"963",71,1,0,0,2,5,0,4,6,0,8
"964",71,1,1,1,2,5,1,6,8,0,7
"965",71,1,0,0,2,5,0,10,8,0,5
"966",71,1,0,0,2,5,0,6,6,0,3
"967",71,1,0,0,2,5,0,7,9,0,6
"968",71,1,0,0,2,5,1,8,9,1,2
"969",72,1,0,1,2,5,1,7,7,7,1
"970",72,1,0,1,2,5,0,5,8,6,0
"971",72,1,0,0,2,5,1,6,7,4,NA
"972",72,1,0,0,2,5,0,6,7,3,NA
"973",72,1,0,0,2,5,0,5,7,6,7
"974",72,1,0,1,2,5,0,5,7,7,6
"975",72,1,0,0,2,5,1,7,7,5,4
"976",72,1,0,0,2,5,0,5,8,6,2
"977",72,1,0,0,2,5,0,6,8,5,5
"978",72,1,0,0,2,5,0,5,7,7,1
"979",73,1,0,1,2,6,0,7,6,5,1
"980",73,1,0,1,2,6,0,6,6,6,0
"981",73,1,0,0,2,6,0,5,7,4,NA
"982",73,1,0,0,2,6,0,NA,NA,NA,NA
"983",73,1,0,0,2,6,0,4,6,7,7
"984",73,1,0,1,2,6,0,3,7,3,6
"985",73,1,0,0,2,6,1,7,7,6,4
"986",73,1,0,0,2,6,0,4,7,7,2
"987",73,1,0,0,2,6,0,3,6,1,5
"988",73,1,0,0,2,6,0,6,7,5,1
"989",74,1,0,1,2,5,0,8,8,1,2
"990",74,1,0,1,2,5,0,7,6,2,3
"991",74,1,1,0,2,5,1,8,7,6,NA
"992",74,1,0,0,2,5,0,7,7,1,NA
"993",74,1,0,0,2,5,0,6,8,1,4
"994",74,1,0,1,2,5,0,5,10,6,3
"995",74,1,1,0,2,5,1,10,9,6,1
"996",74,1,0,0,2,5,0,7,7,3,1
"997",74,1,0,0,2,5,1,8,7,7,2
"998",74,1,0,0,2,5,0,7,8,3,2
"999",75,1,0,0,6,6,1,8,6,5,1
"1000",75,1,0,0,6,6,1,6,7,5,2
"1001",75,1,0,0,6,6,1,7,6,5,NA
"1002",75,1,0,0,6,6,0,NA,NA,NA,NA
"1003",75,1,0,1,6,6,1,5,7,5,5
"1004",75,1,1,0,6,6,1,6,8,6,4
"1005",75,1,0,0,6,6,1,6,6,5,2
"1006",75,1,0,0,6,6,0,5,6,5,0
"1007",75,1,1,0,6,6,1,6,7,7,3
"1008",75,1,0,1,6,6,1,6,6,7,1
"1009",76,0,1,0,2,2,1,5,5,5,6
"1010",76,0,0,1,2,2,0,4,5,2,8
"1011",76,0,0,0,2,2,0,2,4,2,8
"1012",76,0,0,1,2,2,1,10,10,7,5
"1013",76,0,0,1,2,2,0,2,5,2,5
"1014",76,0,0,1,2,2,1,6,8,2,6
"1015",76,0,0,0,2,2,0,1,NA,1,4
"1016",76,0,0,0,2,2,0,1,5,2,12
"1017",76,0,0,1,2,2,0,1,8,2,2
"1018",76,0,0,1,2,2,0,6,5,2,8
"1019",76,0,0,1,2,2,0,2,5,2,7
"1020",76,0,1,0,2,2,1,5,8,5,9
"1021",76,0,0,0,2,2,1,4,8,5,12
"1022",76,0,1,1,2,2,1,8,7,5,13
"1023",76,0,0,1,2,2,1,5,5,5,10
"1024",76,0,1,0,2,2,1,5,6,5,9
"1025",76,0,1,1,2,2,1,5,6,5,6
"1026",76,0,0,0,2,2,1,2,8,5,7
"1027",77,0,1,0,2,1,1,4,8,4,6
"1028",77,0,0,1,2,1,0,4,6,6,4
"1029",77,0,0,0,2,1,0,4,7,1,4
"1030",77,0,1,1,2,1,1,6,6,4,7
"1031",77,0,1,1,2,1,1,8,9,5,17
"1032",77,0,1,1,2,1,1,10,8,5,6
"1033",77,0,0,0,2,1,0,4,6,7,8
"1034",77,0,0,0,2,1,0,3,6,6,0
"1035",77,0,0,1,2,1,1,6,6,6,10
"1036",77,0,0,1,2,1,1,9,7,5,4
"1037",77,0,0,1,2,1,0,6,5,3,5
"1038",77,0,1,0,2,1,1,7,8,5,3
"1039",77,0,0,0,2,1,0,5,7,5,0
"1040",77,0,1,1,2,1,1,9,9,7,1
"1041",77,0,0,1,2,1,1,9,7,6,2
"1042",77,0,0,0,2,1,0,6,7,4,3
"1043",77,0,0,1,2,1,1,8,8,4,6
"1044",77,0,0,0,2,1,0,4,7,2,5
"1045",78,0,0,0,3,2,0,4,9,1,5
"1046",78,0,0,0,3,2,0,2,9,1,3
"1047",78,0,0,1,3,2,0,2,9,2,3
"1048",78,0,0,0,3,2,0,9,9,1,6
"1049",78,0,0,0,3,2,0,7,9,2,16
"1050",78,0,0,0,3,2,1,7,9,2,5
"1051",78,0,0,0,3,2,0,2,9,1,7
"1052",78,0,0,0,3,2,0,2,9,2,1
"1053",78,0,0,0,3,2,0,3,8,2,9
"1054",78,0,0,0,3,2,1,5,9,2,3
"1055",78,0,0,0,3,2,0,9,9,1,4
"1056",78,0,0,0,3,2,1,7,9,1,2
"1057",78,0,1,1,3,2,1,5,9,1,1
"1058",78,0,1,0,3,2,1,9,9,1,2
"1059",78,0,0,0,3,2,0,7,7,1,1
"1060",78,0,1,0,3,2,1,7,10,3,2
"1061",78,0,0,0,3,2,0,2,5,1,5
"1062",78,0,0,0,3,2,0,5,9,2,4
"1063",79,0,0,1,4,2,0,5,7,5,2
"1064",79,0,0,0,4,2,0,5,6,5,0
"1065",79,0,0,0,4,2,0,7,7,5,0
"1066",79,0,0,0,4,2,1,7,7,5,3
"1067",79,0,0,0,4,2,0,2,2,2,13
"1068",79,0,0,0,4,2,0,7,7,5,2
"1069",79,0,0,0,4,2,0,4,6,5,4
"1070",79,0,0,1,4,2,0,4,6,5,4
"1071",79,0,0,0,4,2,0,2,2,2,6
"1072",79,0,0,0,4,2,0,5,5,5,0
"1073",79,0,1,0,4,2,1,NA,7,6,1
"1074",79,0,0,0,4,2,1,6,6,5,1
"1075",79,0,0,0,4,2,0,5,5,5,4
"1076",79,0,1,0,4,2,1,5,7,5,5
"1077",79,0,1,0,4,2,1,6,6,5,2
"1078",79,0,0,1,4,2,0,5,5,5,1
"1079",79,0,0,0,4,2,0,4,4,4,2
"1080",79,0,0,1,4,2,0,6,6,5,1
"1081",80,0,0,1,4,1,0,1,8,5,1
"1082",80,0,0,0,4,1,0,7,9,8,1
"1083",80,0,0,0,4,1,0,6,8,8,1
"1084",80,0,0,0,4,1,1,8,8,7,2
"1085",80,0,0,0,4,1,0,6,7,6,12
"1086",80,0,0,0,4,1,1,8,8,2,1
"1087",80,0,0,0,4,1,0,6,8,7,3
"1088",80,0,0,1,4,1,0,6,7,8,5
"1089",80,0,1,0,4,1,1,8,8,8,5
"1090",80,0,0,0,4,1,1,7,8,7,1
"1091",80,0,0,0,4,1,1,8,8,7,0
"1092",80,0,1,0,4,1,1,8,9,8,2
"1093",80,0,0,0,4,1,0,7,8,6,5
"1094",80,0,0,0,4,1,0,6,8,9,6
"1095",80,0,0,0,4,1,1,8,8,8,3
"1096",80,0,1,1,4,1,1,8,8,8,2
"1097",80,0,0,0,4,1,0,6,8,7,1
"1098",80,0,0,1,4,1,0,7,8,8,0
"1099",81,0,0,0,2,5,0,2,10,8,0
"1100",81,0,0,1,2,5,0,3,7,8,2
"1101",81,0,0,0,2,5,0,2,8,6,2
"1102",81,0,0,1,2,5,0,8,9,5,1
